1,0.013087572,0.160666382,0.160666382,0.168181142,0.467138018,0.200088179,0.826064177,0.160666382,0.439930113,0.634966619,0.675800535,0.464325952,0.160666382,0.623715415,0.462079836,0.842345536,0.025125581,0.117534413,0.160666382,0.847464702,0.013087572,0.160666382,0.160666382,0.160666382,0.160666382,0.160666382,0.160666382,0.802690552,0.160666382,0.117534413,0.117534413,0.305511234,0.160666382,0.025125581,0.160666382,0.117534413,0.117534413,0.262758644,0.406497826,0.160666382,0.262758644,0.013087572
0.013087572,1,0.102793431,0.086078124,0,0.045988886,0,0.013087572,0.045988886,0.045988887,0.02099535,0.013087572,0.045988886,0.045988887,0.045988886,0.045988887,0.013087572,0,0.168622159,0.141013175,0.013087572,0.599277794,0.154729705,0.154729705,0.086078125,0.045988887,0.045988887,0.045988886,0.013087572,0.045988887,0.164525847,0.168622159,0.013087572,0.154729705,0,0.100645123,0.154729705,0.165864068,0.045988886,0.045988886,0.102793431,0.045988886,0.805031978
0.160666382,0.102793431,1,0.65281708,0.058055222,0.245049751,0.058055223,0.160666382,0.462355429,0.266436347,0.16857416,0.160666382,0.245049751,0.501576192,0.193567696,0.245049751,0.160666382,0.025125581,0.500640192,0.718553502,0.160666382,0.102793431,0.686650437,0.686650437,0.65418774,0.424887005,0.424887005,0.500510524,0.160666382,0.501576192,0.500640193,0.500640192,0.093122504,0.704296068,0.025125581,0.677351288,0.500640192,0.500640192,0.266436347,0.266436347,0.825391925,0.266436347,0.102793431
0.160666382,0.086078124,0.65281708,1,0.058055222,0.245049751,0.058055223,0.160666382,0.462355429,0.266436347,0.16857416,0.160666382,0.245049751,0.510729812,0.193567696,0.245049751,0.160666382,0.025125581,0.449291674,0.635301919,0.160666382,0.086078124,0.635301919,0.635301919,0.828722253,0.424887005,0.424887005,0.507436288,0.160666382,0.510580365,0.449291675,0.449291674,0.093122503,0.635301919,0.025125581,0.750739911,0.449291674,0.449291674,0.266436347,0.266436347,0.646015629,0.266436347,0.086078125
0.168181142,0,0.058055222,0.058055222,1,0.058055223,0.471652971,0.168181142,0.058055222,0.058055223,0.168181142,0.168181142,0.058055223,0.058055222,0.167902281,0.058055223,0.168181142,0.586378459,0.014923253,0.058055222,0.168181142,0,0.058055222,0.058055222,0.058055222,0.058055223,0.058055223,0.058055222,0.168181142,0.058055222,0.014923253,0.014923253,0.168383592,0.058055222,0.266896017,0.058055222,0.014923253,0.014923253,0.058055223,0.058055223,0.058055222,0.058055223,0
0.467138018,0.045988886,0.245049751,0.245049751,0.058055223,1,0.058055223,0.472655337,0.355789354,0.659264235,0.48484191,0.397156815,0.787479617,0.279772507,0.626170536,0.751416793,0.465521002,0.025125581,0.150435727,0.245049751,0.469297328,0.045988886,0.245049751,0.245049751,0.245049751,0.360318343,0.363113095,0.279772506,0.476174716,0.279772507,0.150435727,0.150435727,0.093122504,0.245049751,0.025125581,0.245049751,0.150435727,0.150435727,0.46926126,0.617668942,0.245049751,0.467197577,0.045988886
0.200088179,0,0.058055223,0.058055223,0.471652971,0.058055223,1,0.199694641,0.058055223,0.058055223,0.199694641,0.200088179,0.058055223,0.058055223,0.198435237,0.058055223,0.200088179,0.328093188,0.014923253,0.058055222,0.199694642,0,0.058055222,0.058055223,0.058055223,0.058055223,0.058055223,0.058055223,0.199694641,0.058055223,0.014923253,0.014923253,0.20075736,0.058055222,0.237048587,0.058055223,0.014923253,0.014923253,0.058055223,0.058055223,0.058055222,0.058055223,0
0.826064177,0.013087572,0.160666382,0.160666382,0.168181142,0.472655337,0.199694641,1,0.160666382,0.439930112,0.657842155,0.667943052,0.469843271,0.160666382,0.638543327,0.467597155,0.81234201,0.025125581,0.117534413,0.160666382,0.855527353,0.013087572,0.160666382,0.160666382,0.160666382,0.160666382,0.160666382,0.160666382,0.843990625,0.160666382,0.117534413,0.117534413,0.300440418,0.160666382,0.025125581,0.160666382,0.117534413,0.117534413,0.262758644,0.406497826,0.160666382,0.262758644,0.013087572
0.160666382,0.045988886,0.462355429,0.462355429,0.058055222,0.355789354,0.058055223,0.160666382,1,0.37717595,0.16857416,0.160666382,0.355789354,0.497078185,0.301203302,0.355789354,0.160666382,0.025125581,0.29444213,0.462355429,0.160666382,0.045988886,0.462355429,0.462355429,0.462355429,0.597399884,0.566473578,0.497078184,0.160666382,0.497078184,0.29444213,0.29444213,0.093122504,0.462355429,0.025125581,0.462355429,0.29444213,0.29444213,0.378134144,0.37730315,0.462355429,0.378630405,0.045988886
0.439930113,0.045988887,0.266436347,0.266436347,0.058055223,0.659264235,0.058055223,0.439930112,0.37717595,1,0.452116685,0.385357031,0.660474182,0.301159103,0.589855394,0.667934862,0.439055235,0.025125581,0.150435727,0.266436347,0.439930112,0.045988887,0.266436347,0.266436347,0.266436347,0.381883358,0.384948707,0.301159102,0.443449492,0.301159102,0.150435727,0.150435727,0.093122504,0.266436347,0.025125581,0.266436347,0.150435727,0.150435727,0.52776845,0.685572832,0.266436347,0.523419995,0.045988887
